"No.","Time","Source","Destination","Protocol","Length","Info","New Column"
"19666","33.154949","","IntelCor_db:dd:b8 (RA)","802.11","40","Clear-to-send, Flags=........C","-75 dBm"
"19667","33.154965","","IntelCor_db:dd:b8 (RA)","802.11","40","Acknowledgement, Flags=........C","-79 dBm"
"19668","33.154970","","IntelCor_db:dd:b8 (RA)","802.11","40","Clear-to-send, Flags=........C","-74 dBm"
"19669","33.154975","","IntelCor_db:dd:b8 (RA)","802.11","40","Acknowledgement, Flags=........C","-78 dBm"
"19670","33.154979","IntelCor_db:dd:b8 (BSSID)","Broadcast (RA)","802.11","46","CF-End (Control-frame), Flags=........C","-90 dBm"
"19671","33.159110","f4:0f:1b:7b:37:ae","Broadcast","802.11","310","Beacon frame, SN=1737, FN=0, Flags=........C, BI=102, SSID=, Name=""erc-lib2-ap3702""","-74 dBm"
"19672","33.159123","f8:c2:88:df:55:be","Broadcast","802.11","310","Beacon frame, SN=2097, FN=0, Flags=........C, BI=102, SSID=, Name=""erc-atrium1-ap3""","-51 dBm"
"19673","33.159130","IntelCor_63:f5:bf","IPv6mcast_ff:1a:a6:c1","802.11","150","Data, SN=2098, FN=0, Flags=.pm...F.C","-51 dBm"
"19674","33.159137","e0:f5:c6:d7:69:84","IPv6mcast_00:00:00:02","802.11","126","Data, SN=2099, FN=0, Flags=.pm...F.C","-52 dBm"
"19675","33.159144","60:8f:5c:78:98:fc","IPv6mcast_ff:e7:6e:f8","802.11","150","Data, SN=2100, FN=0, Flags=.pm...F.C","-51 dBm"
"19676","33.159150","Apple_a8:99:ca","IPv6mcast_ff:1a:a6:c1","802.11","150","Data, SN=2101, FN=0, Flags=.p....F.C","-52 dBm"
"19677","33.159362","","30:3a:64:3d:24:a3 (RA)","802.11","40","Acknowledgement, Flags=........C","-54 dBm"
"19678","33.162105","","f8:c2:88:df:55:be (RA)","802.11","40","Acknowledgement, Flags=........C","-68 dBm"
"19679","33.162302","","f8:c2:88:df:55:be (RA)","802.11","40","Acknowledgement, Flags=........C","-67 dBm"
"19680","33.163754","","30:3a:64:3d:24:a3 (RA)","802.11","40","Acknowledgement, Flags=........C","-55 dBm"
"19681","33.170501","fe80::6ec2:17ff:fe5b:b671","ff02::1:2","DHCPv6","180","Solicit XID: 0x7909cc CID: 000300016cc2175bb671 ","-52 dBm"
"19682","33.174578","","IntelCor_db:dd:b8 (RA)","802.11","40","Clear-to-send, Flags=........C","-74 dBm"
"19683","33.174589","","IntelCor_db:dd:b8 (RA)","802.11","40","Acknowledgement, Flags=........C","-79 dBm"
"19684","33.176380","f4:0f:1b:7b:37:af (TA)","IntelCor_db:dd:b8 (RA)","802.11","46","Request-to-send, Flags=........C","-79 dBm"
"19685","33.176392","f4:0f:1b:7b:37:af (TA)","IntelCor_db:dd:b8 (RA)","802.11","46","Request-to-send, Flags=........C","-80 dBm"
"19686","33.191754","fe80::8e3a:e3ff:fe45:b91a","ff02::1:ffe7:6ef8","ICMPv6","134","Neighbor Solicitation","-52 dBm"
"19687","33.199878","78:31:c1:9b:2a:b7","f8:c2:88:df:55:bf","802.11","71","Authentication, SN=1256, FN=0, Flags=........C","-78 dBm"
"19688","33.199897","","78:31:c1:9b:2a:b7 (RA)","802.11","40","Acknowledgement, Flags=........C","-52 dBm"
"19689","33.199900","f8:c2:88:df:55:bf","78:31:c1:9b:2a:b7","802.11","60","Authentication, SN=2104, FN=0, Flags=........C","-51 dBm"
"19690","33.199904","","f8:c2:88:df:55:bf (RA)","802.11","40","Acknowledgement, Flags=........C","-76 dBm"
"19691","33.199907","78:31:c1:9b:2a:b7","f8:c2:88:df:55:bf","802.11","190","Reassociation Request, SN=1257, FN=0, Flags=........C, SSID=ClarksonUniversity","-76 dBm"
"19692","33.200436","","78:31:c1:9b:2a:b7 (RA)","802.11","40","Acknowledgement, Flags=........C","-50 dBm"
"19693","33.204489","fe80::8ac9:d0ff:fed5:934d","ff02::1:ffe7:6ef8","ICMPv6","134","Neighbor Solicitation","-52 dBm"
"19694","33.206729","f8:c2:88:df:55:bf","78:31:c1:9b:2a:b7","802.11","148","Reassociation Response, SN=2106, FN=0, Flags=........C","-52 dBm"
"19695","33.206737","","f8:c2:88:df:55:bf (RA)","802.11","40","Acknowledgement, Flags=........C","-76 dBm"
"19696","33.206741","fe80::b110:e90f:8a16:1ee3","ff02::1:2","DHCPv6","200","Solicit XID: 0xeddec2 CID: 0001000117bfd34dc4850863b6bd ","-51 dBm"
"19697","33.208623","78:31:c1:9b:2a:b7","f8:c2:88:df:55:bf","802.11","77","Action, SN=1258, FN=0, Flags=........C","-76 dBm"
"19698","33.208641","","78:31:c1:9b:2a:b7 (RA)","802.11","40","Acknowledgement, Flags=........C","-51 dBm"
"19699","33.208646","78:31:c1:9b:2a:b7","f8:c2:88:df:55:bf","802.11","77","Action, SN=1258, FN=0, Flags=....R...C","-76 dBm"
"19700","33.208649","","78:31:c1:9b:2a:b7 (RA)","802.11","40","Acknowledgement, Flags=........C","-51 dBm"
"19701","33.208653","78:31:c1:9b:2a:b7","f8:c2:88:df:55:bf","802.11","77","Action, SN=1258, FN=0, Flags=....R...C","-76 dBm"
"19702","33.208667","","78:31:c1:9b:2a:b7 (RA)","802.11","40","Acknowledgement, Flags=........C","-51 dBm"
"19703","33.208676","78:31:c1:9b:2a:b7","f8:c2:88:df:55:bf","802.11","77","Action, SN=1258, FN=0, Flags=....R...C","-76 dBm"
"19704","33.208680","","78:31:c1:9b:2a:b7 (RA)","802.11","40","Acknowledgement, Flags=........C","-51 dBm"
"19705","33.208687","78:31:c1:9b:2a:b7","f8:c2:88:df:55:bf","802.11","77","Action, SN=1258, FN=0, Flags=....R...C","-76 dBm"
"19706","33.208703","","78:31:c1:9b:2a:b7 (RA)","802.11","40","Acknowledgement, Flags=........C","-51 dBm"
"19707","33.208708","fe80::faa9:d0ff:fe0d:ae53","ff02::1:ffe7:6ef8","ICMPv6","134","Neighbor Solicitation","-51 dBm"
"19708","33.215181","f4:0f:1b:7b:37:af","Broadcast","802.11","305","Beacon frame, SN=1738, FN=0, Flags=........C, BI=102, SSID=ClarksonUniversity, Name=""erc-lib2-ap3702""","-75 dBm"
"19709","33.215197","f8:c2:88:df:55:bf","Broadcast","802.11","305","Beacon frame, SN=2109, FN=0, Flags=........C, BI=102, SSID=ClarksonUniversity, Name=""erc-atrium1-ap3""","-51 dBm"
"19710","33.215203","fe80::628f:5cff:fe78:98fc","ff02::1:ffe7:6ef8","ICMPv6","134","Neighbor Solicitation","-51 dBm"
"19711","33.215208","fe80::628f:5cff:fe78:98fc","ff02::1:ffe7:6ef8","ICMPv6","134","Neighbor Solicitation","-76 dBm"
"19712","33.215214","fe80::21e:c2ff:fea8:99ca","ff02::1:ff1a:a6c1","ICMPv6","134","Neighbor Solicitation","-75 dBm"
"19713","33.215219","fe80::6ec2:17ff:fe5b:b671","ff02::1:2","DHCPv6","180","Solicit XID: 0x7909cc CID: 000300016cc2175bb671 ","-51 dBm"
"19714","33.215224","fe80::8e3a:e3ff:fe45:b91a","ff02::1:ffe7:6ef8","ICMPv6","134","Neighbor Solicitation","-51 dBm"
"19715","33.215228","fe80::6ec2:17ff:fe5b:b671","ff02::1:2","DHCPv6","180","Solicit XID: 0x7909cc CID: 000300016cc2175bb671 ","-75 dBm"
"19716","33.215233","fe80::8ac9:d0ff:fed5:934d","ff02::1:ffe7:6ef8","ICMPv6","134","Neighbor Solicitation","-52 dBm"
"19717","33.215237","fe80::8e3a:e3ff:fe45:b91a","ff02::1:ffe7:6ef8","ICMPv6","134","Neighbor Solicitation","-75 dBm"
"19718","33.215241","fe80::b110:e90f:8a16:1ee3","ff02::1:2","DHCPv6","200","Solicit XID: 0xeddec2 CID: 0001000117bfd34dc4850863b6bd ","-52 dBm"
"19719","33.215249","fe80::8ac9:d0ff:fed5:934d","ff02::1:ffe7:6ef8","ICMPv6","134","Neighbor Solicitation","-75 dBm"
"19720","33.215254","fe80::b110:e90f:8a16:1ee3","ff02::1:2","DHCPv6","200","Solicit XID: 0xeddec2 CID: 0001000117bfd34dc4850863b6bd ","-74 dBm"
"19721","33.217181","fe80::faa9:d0ff:fe0d:ae53","ff02::1:ffe7:6ef8","ICMPv6","134","Neighbor Solicitation","-75 dBm"
"19722","33.217195","fe80::faa9:d0ff:fe0d:ae53","ff02::1:ffe7:6ef8","ICMPv6","134","Neighbor Solicitation","-51 dBm"
"19723","33.217201","50:a4:c8:59:2b:25 (BSSID)","f8:c2:88:df:55:bf (BSSID)","802.11","46","Power-Save poll, Flags=...P....C","-75 dBm"
"19724","33.217204","","50:a4:c8:59:2b:25 (RA)","802.11","40","Acknowledgement, Flags=........C","-52 dBm"
"19725","33.217210","173.252.79.23","128.153.182.200","TCP","119","[TCP ACKed lost segment] https > 55993 [ACK] Seq=3166 Ack=1265 Win=19968 Len=0 TSval=1598738600 TSecr=18613786","-57 dBm"
"19726","33.217214","","f8:c2:88:df:55:bf (RA)","802.11","40","Acknowledgement, Flags=...P....C","-74 dBm"
"19727","33.217218","50:a4:c8:59:2b:25 (BSSID)","f8:c2:88:df:55:bf (BSSID)","802.11","46","Power-Save poll, Flags=...P....C","-74 dBm"
"19728","33.217222","","50:a4:c8:59:2b:25 (RA)","802.11","40","Acknowledgement, Flags=........C","-50 dBm"
"19729","33.217226","173.252.79.23","128.153.182.200","TLSv1","158","Application Data","-57 dBm"
"19730","33.217230","","f8:c2:88:df:55:bf (RA)","802.11","40","Acknowledgement, Flags=...P....C","-74 dBm"
"19731","33.217234","50:a4:c8:59:2b:25 (BSSID)","f8:c2:88:df:55:bf (BSSID)","802.11","46","Power-Save poll, Flags=...P....C","-74 dBm"
"19732","33.217241","","50:a4:c8:59:2b:25 (RA)","802.11","40","Acknowledgement, Flags=........C","-51 dBm"
"19733","33.217245","fe80::226:bbff:fe0c:52cc","ff02::1:ff1a:a6c1","ICMPv6","134","Neighbor Solicitation","-51 dBm"
"19734","33.217250","173.252.79.23","128.153.182.200","TCP","119","[TCP ACKed lost segment] https > 59121 [ACK] Seq=3167 Ack=1288 Win=19968 Len=0 TSval=502796857 TSecr=18613787","-58 dBm"
"19735","33.217253","","f8:c2:88:df:55:bf (RA)","802.11","40","Acknowledgement, Flags=...P....C","-74 dBm"
"19736","33.217258","50:a4:c8:59:2b:25 (BSSID)","f8:c2:88:df:55:bf (BSSID)","802.11","46","Power-Save poll, Flags=...P....C","-75 dBm"
"19737","33.217262","","50:a4:c8:59:2b:25 (RA)","802.11","40","Acknowledgement, Flags=........C","-51 dBm"
"19738","33.219137","173.252.79.23","128.153.182.200","TLSv1","160","Application Data","-58 dBm"
"19739","33.219145","","f8:c2:88:df:55:bf (RA)","802.11","40","Acknowledgement, Flags=...P....C","-75 dBm"
"19740","33.219148","50:a4:c8:59:2b:25 (BSSID)","f8:c2:88:df:55:bf (BSSID)","802.11","46","Power-Save poll, Flags=...P....C","-75 dBm"
"19741","33.219152","","50:a4:c8:59:2b:25 (RA)","802.11","40","Acknowledgement, Flags=........C","-52 dBm"
"19742","33.219156","173.252.79.23","128.153.182.200","TCP","119","[TCP ACKed lost segment] https > 55993 [ACK] Seq=3205 Ack=1357 Win=19968 Len=0 TSval=1598738603 TSecr=18613787","-57 dBm"
"19743","33.219160","173.252.79.23","128.153.182.200","TCP","119","[TCP Dup ACK 19742#1] https > 55993 [ACK] Seq=3205 Ack=1357 Win=19968 Len=0 TSval=1598738603 TSecr=18613787","-57 dBm"
"19744","33.219164","","f8:c2:88:df:55:bf (RA)","802.11","40","Acknowledgement, Flags=...P....C","-75 dBm"
"19745","33.219169","50:a4:c8:59:2b:25 (BSSID)","f8:c2:88:df:55:bf (BSSID)","802.11","46","Power-Save poll, Flags=...P....C","-75 dBm"
"19746","33.219173","","50:a4:c8:59:2b:25 (RA)","802.11","40","Acknowledgement, Flags=........C","-51 dBm"
"19747","33.219176","173.252.79.23","128.153.182.200","TCP","119","[TCP ACKed lost segment] https > 59121 [ACK] Seq=3208 Ack=1380 Win=19968 Len=0 TSval=502796866 TSecr=18613788","-53 dBm"
"19748","33.219180","","f8:c2:88:df:55:bf (RA)","802.11","40","Acknowledgement, Flags=...P....C","-75 dBm"
"19749","33.219183","50:a4:c8:59:2b:25 (BSSID)","f8:c2:88:df:55:bf (BSSID)","802.11","46","Power-Save poll, Flags=...P....C","-76 dBm"
"19750","33.219187","","50:a4:c8:59:2b:25 (RA)","802.11","40","Acknowledgement, Flags=........C","-51 dBm"
"19751","33.219194","173.252.79.23","128.153.182.200","TCP","119","[TCP ACKed lost segment] https > 59121 [ACK] Seq=3208 Ack=1560 Win=21504 Len=0 TSval=502796873 TSecr=18613789","-54 dBm"
"19752","33.219197","","f8:c2:88:df:55:bf (RA)","802.11","40","Acknowledgement, Flags=...P....C","-76 dBm"
"19753","33.220020","50:a4:c8:59:2b:25 (BSSID)","f8:c2:88:df:55:bf (BSSID)","802.11","46","Power-Save poll, Flags=...P....C","-76 dBm"
"19754","33.220028","","50:a4:c8:59:2b:25 (RA)","802.11","40","Acknowledgement, Flags=........C","-52 dBm"
"19755","33.220032","173.252.79.23","128.153.182.200","TCP","119","[TCP ACKed lost segment] https > 55993 [ACK] Seq=3205 Ack=1537 Win=21504 Len=0 TSval=1598738618 TSecr=18613789","-53 dBm"
"19756","33.220035","","f8:c2:88:df:55:bf (RA)","802.11","40","Acknowledgement, Flags=...P....C","-76 dBm"
"19757","33.220978","50:a4:c8:59:2b:25 (TA)","f8:c2:88:df:55:bf (RA)","802.11","46","Request-to-send, Flags=...P....C","-76 dBm"
"19758","33.220986","","50:a4:c8:59:2b:25 (RA)","802.11","40","Clear-to-send, Flags=........C","-51 dBm"
"19759","33.221241","50:a4:c8:59:2b:25 (TA)","f8:c2:88:df:55:bf (RA)","802.11","46","Request-to-send, Flags=...P....C","-77 dBm"
"19760","33.221246","","50:a4:c8:59:2b:25 (RA)","802.11","40","Clear-to-send, Flags=........C","-50 dBm"
"19761","33.221868","50:a4:c8:59:2b:25 (TA)","f8:c2:88:df:55:bf (RA)","802.11","46","Request-to-send, Flags=...P....C","-77 dBm"
"19762","33.221872","50:a4:c8:59:2b:25 (TA)","f8:c2:88:df:55:bf (RA)","802.11","46","Request-to-send, Flags=...P....C","-77 dBm"
"19763","33.221875","","50:a4:c8:59:2b:25 (RA)","802.11","40","Clear-to-send, Flags=........C","-50 dBm"
"19764","33.221879","128.153.182.200","173.252.79.23","TCP","119","59121 > https [ACK] Seq=1560 Ack=3208 Win=364 Len=0 TSval=18613844 TSecr=502796858","-77 dBm"
"19765","33.221883","f8:c2:88:df:55:bf (TA)","50:a4:c8:59:2b:25 (RA)","802.11","58","802.11 Block Ack, Flags=........C","-51 dBm"
"19766","33.230380","f4:0f:1b:7b:37:af (TA)","IntelCor_db:dd:b8 (RA)","802.11","46","Request-to-send, Flags=........C","-78 dBm"
"19767","33.230984","f4:0f:1b:7b:37:af (TA)","IntelCor_db:dd:b8 (RA)","802.11","46","Request-to-send, Flags=........C","-78 dBm"
"19768","33.231588","f4:0f:1b:7b:37:af (TA)","IntelCor_db:dd:b8 (RA)","802.11","46","Request-to-send, Flags=........C","-78 dBm"
"19769","33.231596","","IntelCor_db:dd:b8 (RA)","802.11","40","Clear-to-send, Flags=........C","-76 dBm"
"19770","33.232183","","IntelCor_db:dd:b8 (RA)","802.11","40","Acknowledgement, Flags=........C","-78 dBm"
"19771","33.232195","IntelCor_db:dd:b8 (BSSID)","Broadcast (RA)","802.11","46","CF-End (Control-frame), Flags=........C","-89 dBm"
"19772","33.232200","f4:0f:1b:7b:37:af (TA)","IntelCor_db:dd:b8 (RA)","802.11","46","Request-to-send, Flags=........C","-78 dBm"
"19773","33.232319","f4:0f:1b:7b:37:af (TA)","IntelCor_db:dd:b8 (RA)","802.11","46","Request-to-send, Flags=........C","-78 dBm"
"19774","33.233451","f4:0f:1b:7b:37:af (TA)","IntelCor_db:dd:b8 (RA)","802.11","46","Request-to-send, Flags=........C","-78 dBm"
"19775","33.234282","f4:0f:1b:7b:37:af (TA)","IntelCor_db:dd:b8 (RA)","802.11","46","Request-to-send, Flags=........C","-78 dBm"
"19776","33.235779","","IntelCor_db:dd:b8 (RA)","802.11","40","Clear-to-send, Flags=........C","-75 dBm"
"19777","33.235787","f4:0f:1b:7b:37:af (TA)","IntelCor_db:dd:b8 (RA)","802.11","58","802.11 Block Ack, Flags=........C","-77 dBm"
"19778","33.235792","f4:0f:1b:7b:37:af (TA)","IntelCor_db:dd:b8 (RA)","802.11","46","Request-to-send, Flags=........C","-79 dBm"
"19779","33.235797","f4:0f:1b:7b:37:af (TA)","IntelCor_db:dd:b8 (RA)","802.11","46","Request-to-send, Flags=........C","-78 dBm"
"19780","33.235802","f4:0f:1b:7b:37:af (TA)","IntelCor_db:dd:b8 (RA)","802.11","46","Request-to-send, Flags=........C","-79 dBm"
"19781","33.236105","","f8:c2:88:df:55:be (RA)","802.11","40","Acknowledgement, Flags=........C","-68 dBm"
"19782","33.236812","f4:0f:1b:7b:37:af (TA)","IntelCor_db:dd:b8 (RA)","802.11","46","Request-to-send, Flags=........C","-79 dBm"
"19783","33.237542","f4:0f:1b:7b:37:af (TA)","IntelCor_db:dd:b8 (RA)","802.11","46","Request-to-send, Flags=........C","-79 dBm"
"19784","33.239112","f4:0f:1b:7b:37:ad","Broadcast","802.11","300","Beacon frame, SN=1746, FN=0, Flags=........C, BI=102, SSID=ClarksonGuest, Name=""erc-lib2-ap3702""","-76 dBm"
"19785","33.239124","f8:c2:88:df:55:bd","Broadcast","802.11","300","Beacon frame, SN=2118, FN=0, Flags=........C, BI=102, SSID=ClarksonGuest, Name=""erc-atrium1-ap3""","-51 dBm"
"19786","33.239131","fe80::6ec2:17ff:fe5b:b671","ff02::1:2","DHCPv6","180","Solicit XID: 0x7909cc CID: 000300016cc2175bb671 ","-76 dBm"
"19787","33.239138","fe80::8e3a:e3ff:fe45:b91a","ff02::1:ffe7:6ef8","ICMPv6","134","Neighbor Solicitation","-76 dBm"
"19788","33.239145","fe80::8ac9:d0ff:fed5:934d","ff02::1:ffe7:6ef8","ICMPv6","134","Neighbor Solicitation","-75 dBm"
"19789","33.240165","fe80::faa9:d0ff:fe0d:ae53","ff02::1:ffe7:6ef8","ICMPv6","134","Neighbor Solicitation","-75 dBm"
"19790","33.240174","fe80::226:bbff:fe0c:52cc","ff02::1:ff1a:a6c1","ICMPv6","134","Neighbor Solicitation","-75 dBm"
"19791","33.240179","","IntelCor_db:dd:b8 (RA)","802.11","40","Clear-to-send, Flags=........C","-75 dBm"
"19792","33.240185","f4:0f:1b:7b:37:af (TA)","IntelCor_db:dd:b8 (RA)","802.11","58","802.11 Block Ack, Flags=........C","-77 dBm"
"19793","33.240190","f4:0f:1b:7b:37:af (TA)","IntelCor_db:dd:b8 (RA)","802.11","46","Request-to-send, Flags=........C","-77 dBm"
"19794","33.241191","f4:0f:1b:7b:37:af (TA)","IntelCor_db:dd:b8 (RA)","802.11","46","Request-to-send, Flags=........C","-78 dBm"
"19795","33.242427","f4:0f:1b:7b:37:af (TA)","IntelCor_db:dd:b8 (RA)","802.11","46","Request-to-send, Flags=........C","-78 dBm"
"19796","33.243029","","IntelCor_db:dd:b8 (RA)","802.11","40","Clear-to-send, Flags=........C","-75 dBm"
"19797","33.243037","f4:0f:1b:7b:37:af (TA)","IntelCor_db:dd:b8 (RA)","802.11","58","802.11 Block Ack, Flags=........C","-77 dBm"
"19798","33.243042","IntelCor_db:dd:b8 (BSSID)","Broadcast (RA)","802.11","46","CF-End (Control-frame), Flags=........C","-89 dBm"
"19799","33.243048","f4:0f:1b:7b:37:af (TA)","IntelCor_db:dd:b8 (RA)","802.11","46","Request-to-send, Flags=........C","-78 dBm"
"19800","33.244183","f4:0f:1b:7b:37:af (TA)","IntelCor_db:dd:b8 (RA)","802.11","46","Request-to-send, Flags=........C","-78 dBm"
"19801","33.245839","","IntelCor_db:dd:b8 (RA)","802.11","40","Clear-to-send, Flags=........C","-75 dBm"
"19802","33.245860","f4:0f:1b:7b:37:af (TA)","IntelCor_db:dd:b8 (RA)","802.11","58","802.11 Block Ack, Flags=........C","-77 dBm"
"19803","33.245866","","IntelCor_db:dd:b8 (RA)","802.11","40","Clear-to-send, Flags=........C","-75 dBm"
"19804","33.245871","f4:0f:1b:7b:37:af (TA)","IntelCor_db:dd:b8 (RA)","802.11","58","802.11 Block Ack, Flags=........C","-78 dBm"
"19805","33.245890","","IntelCor_db:dd:b8 (RA)","802.11","40","Clear-to-send, Flags=........C","-75 dBm"
"19806","33.245910","","IntelCor_db:dd:b8 (RA)","802.11","40","Acknowledgement, Flags=........C","-77 dBm"
"19807","33.245915","","IntelCor_db:dd:b8 (RA)","802.11","40","Clear-to-send, Flags=........C","-75 dBm"
"19808","33.245921","f4:0f:1b:7b:37:af (TA)","IntelCor_db:dd:b8 (RA)","802.11","58","802.11 Block Ack, Flags=........C","-78 dBm"
"19809","33.245927","","IntelCor_db:dd:b8 (RA)","802.11","40","Clear-to-send, Flags=........C","-75 dBm"
"19810","33.245935","","IntelCor_db:dd:b8 (RA)","802.11","40","Acknowledgement, Flags=........C","-77 dBm"
"19811","33.247855","fe80::bef5:acff:fef7:2d84","ff02::1:ffe7:6ef8","ICMPv6","134","Neighbor Solicitation","-52 dBm"
"19812","33.247867","","IntelCor_db:dd:b8 (RA)","802.11","40","Clear-to-send, Flags=........C","-75 dBm"
"19813","33.247872","f4:0f:1b:7b:37:af (TA)","IntelCor_db:dd:b8 (RA)","802.11","58","802.11 Block Ack, Flags=........C","-77 dBm"
"19814","33.247877","IntelCor_db:dd:b8 (BSSID)","Broadcast (RA)","802.11","46","CF-End (Control-frame), Flags=........C","-90 dBm"
"19815","33.247882","","IntelCor_db:dd:b8 (RA)","802.11","40","Clear-to-send, Flags=........C","-75 dBm"
"19816","33.247887","f4:0f:1b:7b:37:af (TA)","IntelCor_db:dd:b8 (RA)","802.11","58","802.11 Block Ack, Flags=........C","-77 dBm"
"19817","33.247891","","IntelCor_db:dd:b8 (RA)","802.11","40","Clear-to-send, Flags=........C","-75 dBm"
"19818","33.247896","f4:0f:1b:7b:37:af (TA)","IntelCor_db:dd:b8 (RA)","802.11","58","802.11 Block Ack, Flags=........C","-77 dBm"
"19819","33.247902","","IntelCor_db:dd:b8 (RA)","802.11","40","Clear-to-send, Flags=........C","-75 dBm"
"19820","33.247907","","IntelCor_db:dd:b8 (RA)","802.11","40","Acknowledgement, Flags=........C","-78 dBm"
"19821","33.247912","IntelCor_db:dd:b8 (BSSID)","Broadcast (RA)","802.11","46","CF-End (Control-frame), Flags=........C","-89 dBm"
"19822","33.249641","","IntelCor_db:dd:b8 (RA)","802.11","40","Clear-to-send, Flags=........C","-75 dBm"
"19823","33.249651","","IntelCor_db:dd:b8 (RA)","802.11","40","Acknowledgement, Flags=........C","-78 dBm"
"19824","33.249656","IntelCor_db:dd:b8 (BSSID)","Broadcast (RA)","802.11","46","CF-End (Control-frame), Flags=........C","-89 dBm"
"19825","33.249661","","IntelCor_db:dd:b8 (RA)","802.11","40","Clear-to-send, Flags=........C","-74 dBm"
"19826","33.249666","","IntelCor_db:dd:b8 (RA)","802.11","40","Acknowledgement, Flags=........C","-78 dBm"
"19827","33.249671","","IntelCor_db:dd:b8 (RA)","802.11","40","Clear-to-send, Flags=........C","-75 dBm"
"19828","33.249676","f4:0f:1b:7b:37:af (TA)","IntelCor_db:dd:b8 (RA)","802.11","58","802.11 Block Ack, Flags=........C","-78 dBm"
"19829","33.249680","","IntelCor_db:dd:b8 (RA)","802.11","40","Clear-to-send, Flags=........C","-75 dBm"
"19830","33.249685","","IntelCor_db:dd:b8 (RA)","802.11","40","Acknowledgement, Flags=........C","-78 dBm"
"19831","33.249690","","IntelCor_db:dd:b8 (RA)","802.11","40","Clear-to-send, Flags=........C","-75 dBm"
"19832","33.249696","","IntelCor_db:dd:b8 (RA)","802.11","40","Acknowledgement, Flags=........C","-78 dBm"
"19833","33.250081","","IntelCor_db:dd:b8 (RA)","802.11","40","Clear-to-send, Flags=........C","-75 dBm"
"19834","33.250088","f4:0f:1b:7b:37:af (TA)","IntelCor_db:dd:b8 (RA)","802.11","58","802.11 Block Ack, Flags=........C","-78 dBm"
"19835","33.254427","f8:c2:88:df:55:be (TA)","30:3a:64:3d:24:a3 (RA)","802.11","58","802.11 Block Ack, Flags=........C","-55 dBm"
"19836","33.255532","","f8:c2:88:df:55:be (RA)","802.11","40","Acknowledgement, Flags=........C","-67 dBm"
"19837","33.255544","","f8:c2:88:df:55:be (RA)","802.11","40","Acknowledgement, Flags=........C","-68 dBm"
"19838","33.257088","","30:3a:64:3d:24:a3 (RA)","802.11","40","Acknowledgement, Flags=........C","-55 dBm"
"19839","33.264249","f4:0f:1b:7b:37:ae","Broadcast","802.11","307","Beacon frame, SN=1753, FN=0, Flags=........C, BI=102, SSID=, Name=""erc-lib2-ap3702""","-75 dBm"
"19840","33.264262","f8:c2:88:df:55:be","Broadcast","802.11","310","Beacon frame, SN=2120, FN=0, Flags=........C, BI=102, SSID=, Name=""erc-atrium1-ap3""","-52 dBm"
"19841","33.264283","6c:c2:17:5b:b6:71","IPv6mcast_00:01:00:02","802.11","196","Data, SN=2121, FN=0, Flags=.pm...F.C","-51 dBm"
"19842","33.264289","8c:3a:e3:45:b9:1a","IPv6mcast_ff:e7:6e:f8","802.11","150","Data, SN=2122, FN=0, Flags=.pm...F.C","-53 dBm"
"19843","33.264295","88:c9:d0:d5:93:4d","IPv6mcast_ff:e7:6e:f8","802.11","150","Data, SN=2123, FN=0, Flags=.pm...F.C","-52 dBm"
"19844","33.264315","Intel_63:b6:bd","IPv6mcast_00:01:00:02","802.11","216","Data, SN=2124, FN=0, Flags=.pm...F.C","-52 dBm"
"19845","33.264322","f8:a9:d0:0d:ae:53","IPv6mcast_ff:e7:6e:f8","802.11","150","Data, SN=2125, FN=0, Flags=.pm...F.C","-51 dBm"
"19846","33.264328","Apple_0c:52:cc","IPv6mcast_ff:1a:a6:c1","802.11","150","Data, SN=2126, FN=0, Flags=.pm...F.C","-51 dBm"
"19847","33.264363","bc:f5:ac:f7:2d:84","IPv6mcast_ff:e7:6e:f8","802.11","150","Data, SN=2127, FN=0, Flags=.p....F.C","-52 dBm"
"19848","33.265060","50:a4:c8:59:2b:25 (TA)","f8:c2:88:df:55:bf (RA)","802.11","46","Request-to-send, Flags=...P....C","-84 dBm"
"19849","33.265072","","50:a4:c8:59:2b:25 (RA)","802.11","40","Clear-to-send, Flags=........C","-52 dBm"
"19850","33.265077","f8:c2:88:df:55:bf (TA)","50:a4:c8:59:2b:25 (RA)","802.11","58","802.11 Block Ack, Flags=........C","-51 dBm"
"19851","33.266555","2002:8099:b61f:c:d20:4bb5:e563:677","ff02::1:ff1a:a6c1","ICMPv6","134","Neighbor Solicitation","-51 dBm"
"19852","33.267381","2002:8099:b61f:c:e0c9:10ac:6a46:693a","ff02::1:ff1a:a6c1","ICMPv6","134","Neighbor Solicitation","-52 dBm"
"19853","33.285300","fe80::f915:f642:38f1:6ae8","ff02::1:2","DHCPv6","199","Solicit XID: 0x6c3475 CID: 000100011a462b3c14feb5b40fc6 ","-52 dBm"
"19854","33.296258","f4:0f:1b:7b:37:af (TA)","IntelCor_db:dd:b8 (RA)","802.11","46","Request-to-send, Flags=........C","-78 dBm"
"19855","33.296280","f4:0f:1b:7b:37:af (TA)","IntelCor_db:dd:b8 (RA)","802.11","46","Request-to-send, Flags=........C","-78 dBm"
"19856","33.297379","","IntelCor_db:dd:b8 (RA)","802.11","40","Clear-to-send, Flags=........C","-75 dBm"
"19857","33.298545","","IntelCor_db:dd:b8 (RA)","802.11","40","Acknowledgement, Flags=........C","-77 dBm"
